tweet_time,tweet_text,tweet_author_id
2018-07-05 01:21:50,So amazing. #MissionImpossibleFallout is everywhere at the JFK Airport @TomCruise @chrismcquarrie @MissionFilm… https://t.co/0iwBUg7YYi,974045343896784897
2018-07-05 01:19:24,"RT @simonpegg: Paris, we are jumping out of a small green car with excitement to be there on July 12th for the world premiere of #MissionIm…",374160553
2018-07-05 01:07:27,My little girl got me this t-shirt for my birthday !!  She’s the bestest daughter ever !  #TopGun #TopGun2… https://t.co/pY9sUeZjYg,2189107560
2018-07-05 01:03:32,RT @Collider: Tom Cruise celebrates #July4th by punching no-good Brit Henry Cavill in a new #MissionImpossibleFallout video. https://t.co/d…,552988517
2018-07-05 00:16:14,RT @pthenrycavillbr: #MissionImpossible 6 #PressTour schedule: #HenryCavill will attend the Japanese premiere and press conference of #Miss…,2461061508
2018-07-05 00:15:07,RT @GeekVibesNation: The #MissionImpossibleFallout director says they tried to accommodate #JusticeLeague!  https://t.co/yEbfZ5zcGm https:/…,2461061508
2018-07-05 00:14:57,RT @ComicBook: The #MissionImpossibleFallout director says they tried to accommodate #JusticeLeague!- https://t.co/EOhSMtl8UE https://t.co/…,2461061508
2018-07-04 23:06:42,"RT @KingPatel7: RETWEET &amp; FOLLOW To Win The Entire MISSION: IMPOSSIBLE Franchise On 4K Ultra HD Blu-Ray!!!  

https://t.co/TwCIkdn2E6 #Miss…",1807339416
2018-07-04 22:49:11,RT @PlanetGreen: Is someone auditioning for the new Mission Impossible movie? #MissionImpossibleFallout https://t.co/zt83cN65Ic https://t.c…,2844575768
2018-07-04 22:31:00,"RT @simonpegg: Paris, we are jumping out of a small green car with excitement to be there on July 12th for the world premiere of #MissionIm…",2400973026
2018-07-04 22:15:08,"RT @simonpegg: Paris, we are jumping out of a small green car with excitement to be there on July 12th for the world premiere of #MissionIm…",86408308
2018-07-04 22:08:36,"@MissionFilm Have one on me, just to say thanks again for the follow, and that I am looking forward to seeing… https://t.co/9evwwGCIh7",2188539061
2018-07-04 22:08:12,If anyone is interviewing @TomCruise when he comes to the UK to promote #MissionImpossibleFallout could they just l… https://t.co/eMYDCo5D6m,23809182
2018-07-04 22:04:01,"Youtube keeps sending me epic music and movie trailer recommendations. Yes, this is completely acceptable Youtube.… https://t.co/gq9GuifbFY",837026941882376192
2018-07-04 21:37:35,RT @sizzler90: My 1st ever crew gift/memorabilia after 3 years in the industry. Thanks henrycavill #MissionImpossibleFallout #Film #Balloon…,125771211
2018-07-04 21:33:05,Ahead of the release of #MissionImpossibleFallout I’ve explored why I love @TomCruise movies so much. Anyone else a… https://t.co/EHmmBZZ6t9,42672693
2018-07-04 21:26:00,Mission: To grow a beard in seconds. Impossible ? Anyone explain ?@chrismcquarrie ?#MissionImpossibleFallout https://t.co/qwPIqWdjqH,325748314
2018-07-04 21:25:41,"Thought I'll try this anyway - *dusts off interviewer hat*
@chrismcquarrie has anything surprised you working withi… https://t.co/FHhWndrDfy",2603823673
2018-07-04 21:17:12,"RT @paramountfr: Who run the world 💁‍♀️
#MissionImpossibleFallout
@ImAngelaBassett https://t.co/Brwgjm3Yvg",249822976
2018-07-04 21:14:18,"RT @JeannaLStars: The version of Mission Impossible: Fallout I want to see.  

#MissionImpossible #MissionImpossibleFallout #MI6
#henrycavi…",249822976
